motif_id	cultural_term
A151.5	Icel.: MacCulloch Eddic 329; Buddhist myth: Malalasekera I 290
A151.5	II 961
A151.5	1195.
A151.6.1	India: Thompson-Balys.
A151.6.2	Hawaii: Beckwith Myth 85.
A151.7	Buddhist myth: Malalasekera II 1059. Hawaii: Beckwith Myth 36f.
A151.7.1	Buddhist myth: Malalasekera II 1319. India: *Thompson-Balys; Chinese: Eberhard FFC CXX 136.
A151.7.1.1	(cf. +F441.2.1.) . Jewish: Neuman.
A151.8	India: *Thompson-Balys.
A151.9	Jewish: Neuman.
A151.10	Jewish: Neuman.
A151.10.1	Jewish: Neuman.
A151.11	Jewish: Neuman.
A151.12	Hawaii: Beckwith Myth 11.
A151.13	Hawaii: Beckwith Myth 42.
A151.14	Hawaii: Beckwith Myth 3
A151.14	11
A151.14	43
A151.14	67.
A152	Jewish: Neuman.
A152.1	Jewish: Neuman.
A152.2	Jewish: Neuman.
A152.3	Jewish: Neuman.
A152.4	Jewish: Neuman.
A152.5	Jewish: Neuman.
A152.6	Jewish: Neuman.
A152.7	Jewish: Neuman.
A152.8	Jewish: Neuman.
A152.9	Buddhist myth: Malalasekera II 425
A152.9	492
A152.9	572
A152.9	897.
A153	Smith Dragon 188; Hindu: Keith 106
A153	Tawney I 425
A153	478; India: Thompson-Balys; Greek: Roscher I 280. Hawaii: Beckwith Myth 67; Icel.: MacCulloch Eddic 313; Irish myth: Cross.
A153.1	Hindu: Keith 139; Persian: Carnoy 283.
A153.2	Irish: MacCulloch Celtic 54; India: Thompson-Balys.
A153.2.1	Irish Myth: Cross; India: Thompson-Balys; Greek: Grote I 43.
A153.3	Icel.: MacCulloch Eddic 23; India: Thompson-Balys; Chinese: Werner 137. So. Am. Indian (Chiriguano): Mi traux RMLP XXXIII 178.
A153.3.1	(cf. +A153.1.) . India: Thompson-Balys.
A153.3.2	India: Thompson-Balys.
A153.4	Icel.: MacCulloch Eddic 178.
A153.5	India: Thompson-Balys.
A153.6	India: Thompson-Balys.
A153.7	India: Thompson-Balys.
A153.8	(cf. +G11.) . India: Thompson-Balys.
A153.9	Hivaoa (Marquesas): Handy 105.
A154	Greek: Grote I 43; Icel.: MacCulloch Eddic 54
A154	86
A154	172
A154	"313; Hindu: Penzer X 243 s. v. ""nectar""; Keith 46 and passim; India: *Thompson-Balys; Persian: Carnoy 265; Chinese: Ferguson 130."
A154.1	(cf. +D1040). Irish: MacCulloch Celtic 31
A154.1	54; Hindu: Keith 46.
A154.2	*Olrik Edda XXIV 236ff. Icel.: MacCulloch Eddic 54.
A154.3	India: Thompson-Balys.
A154.4	India: Thompson-Balys.
A155	Icel.: MacCulloch Eddic 109
A155	216.
A155.1	Greek: Fox 137.
A155.2	(cf. +A171.1). Icel.: MacCulloch Eddic 216; Snorra Edda Gylf.
A155.3	(cf. +A165.1.1.) . Hawaii: Beckwith Myth 36f.
A155.3	115
A155.3	177.
A155.4	India: Thompson-Balys.
A155.5	India: Thompson-Balys.
A155.5.1	Buddhist myth: Malalasekera I 457.
A155.6	India: Thompson-Balys.
A155.7	India: Thompson-Balys.
A156	Icel.: MacCulloch Eddic 266; Jewish: Neuman.
A156.1	Icel.: MacCulloch Eddic 120ff.
A156.1	140ff.; Jewish: Neuman.
A156.2	Jewish: Neuman.
A156.3	Jewish: Neuman.
A156.4	Jewish: Neuman.
A156.5	Virgil Aeneid X line 635; India: *Thompson-Balys; Buddhist myth: Malalasekera II 77
A156.5	916.
A157	Buddhist myth: Malalasekera II 32
A157	965.
A157.1	Blinkenberg The Thunder Weapon 1911; Hdwb.
A157.1.1	Greek: Fox 159; Buddhist myth: Malalasekera I 214
A157.1.1	309
A157.1.1	II 1060.
A157.2	Jewish: Neuman.
A157.3	Jewish: Neuman.
A157.4	Jewish: Neuman.
A157.5	Jewish: Neuman.
A157.6	Jewish: Neuman.
A157.7	Gaster Thespis 135
A157.7	363.
A158	Eskimo: Holm 73; Jewish: Neuman.
A159.1	Buddhist myth: Malalasekera II 965. +C916.2.
A161	Persian: Carnoy 260; Irish myth: Cross; Hindu: M' ller 142f.; India: Thompson-Balys; Greek: Grote I 3
A161	9; Buddhist myth: Malalasekera I 729.
A161.1	Greek: Grote I 3
A161.1	9.
A161.2	See all references to +A101 (Supreme god).
A161.3	Greek: Grote I 10; Hawaii: Beckwith Myth 13
A161.3	chap.
A161.4	Hawaii: Beckwith Myth 13.
A161.5	(Cf. +A112.7.) Hivaoa (Marquesas): Handy 138.
A162	Irish myth: Cross; Greek: Grote I 1
A162	3
A162	8; Icel.: MacCulloch Eddic 26ff.
A162	172; Siberian: Holmberg Siberian 356
A162	411; Hindu: Penzer I 197ff.; India: *Thompson-Balys; Japanese: Anesaki 225; Buddhist myth: Malalasekera I 318
A162	1104. Gaster Thespis 115ff.
A162	125.
A162.1	J' nger (F. G.) Die Titanen (Frankfurt a. M. 1944); Mayer Die Giganten und Titanen in der antiken Sage (Berlin 1887). Greek: Frazer Apollodorus I 11
A162.1	*42 n. 1
A162.1	*43 n. 2; Icel.: MacCulloch Eddic 82
A162.1	"Herrmann Saxo II 97ff; Irish myth: Cross; Siberian: Holmberg Siberian 356; Chinese: Werner 159; Hindu: Penzer X 77 s.v.  ""Asuras"""
A162.1	"X 118 s.v. ""Daityas"""
A162.1	"X 119 s.v. ""Danavas""; India: *Thompson-Balys; Samoa: Beckwith Myth 254."
A162.1.0.1	(cf. +A165.7.) . Irish myth: Cross.
A162.2	Jewish: Neuman; Babylonian and Egyptian: M' ller 104; cf. Chinese: Werner 215.
A162.3	(cf. +A157.1
A162.3	+A189.1.1
A162.3	+A284
A162.3	"+A285). *Balys  "" Donner und Teufel in den Volkserzd hlungen der baltischen und skandinavischen Vts lker "" Tautosakos Darbai VI (1939) 1 220."
A162.3.1	Icel.: Thrymskvida; Lappish
A162.3.1	Finnish
A162.3.1	Estonian
A162.3.1	Latvian
A162.3.1	and Lithuanian: *Balys Tautosakos Darbai VI (1939) 33 43.
A162.3.2	Norwegian
A162.3.2	Danish
A162.3.2	Swedish
A162.3.2	Finnish
A162.3.2	Estonian
A162.3.2	Latvian
A162.3.2	and Lithuanian: *Balys Tautosakos Darbai VI (1939) 111 128.
A162.4	India: Thompson-Balys.
A162.5	(cf. +A179.5.) . India: Thompson-Balys.
A162.6	India: Thompson-Balys.
A162.7	Hawaii: Beckwith Myth 17
A162.7	206; Marquesas: Handy 109; Icel.: Boberg.
A162.8	Hawaii: Beckwith Myth 60
A162.8	118
A162.8	155.
A163.1	(Cf. +A164.3.1.) .
A163.1.1	Chinese: Eberhard FFC CXX 216 No. 165.
A164	Irish myth: Cross; Buddhist myth: Malalasekera II 964; India: Thompson-Balys.
A164.1	Irish myth: Cross; Icel.: MacCulloch Eddic 102; Greek: Grote I 58; Marquesas: Handy 122.
A164.1.1	Irish myth: Cross; So. Am. Indian (Munderuc' ): Horton BBAE CXLIII (3) 281.
A164.2	Irish myth: Cross.
A164.3	Irish myth: Cross; Buddhist myth: Malalasekera I 186.
A164.3.1	(Cf. +A163.1.) . India: Thompson-Balys.
A164.4	Irish myth: Cross.
A164.5	Irish myth: Cross.
A164.6	Icel.: *Boberg.
A164.7	India. Thompson-Balys.
A165	Greek: Grote I 10
A165	67; Icel.: *Boberg (+A165.3); Jewish: *Neuman; Buddhist myth: Malalasekera II 964f.; Hindu: *Penzer I 200
A165	"X 158 s. v.  ""Ganas"""
A165	"""Gandharvas""."
A165.1.1	Grimm Deutsche Mythologie I 122. Icel.: MacCulloch Eddic 65
A165.1.1	Boberg.
A165.1.2	Icel.: Boberg.
A165.1.3	Tahiti: Henry 180.
A165.2	*G' ntert Weltkts nig 280; Gaster Thespis 139. Greek: Fox 191 (Hermes
A165.2	Iris)
A165.2	Grote I 43; Irish: Beal XXI 319
A165.2	336; India: *Thompson-Balys; Jewish: *Neuman; Huichol: Alexander Lat. Am. Tahiti: Beckwith Myth 31
A165.2	Henry 164.
A165.2.0.1	Buddhist myth: Malalasekera II 906.
A165.2.1.1	Jewish: Neuman.
A165.2.1.1.1	"*Fb ""ulv"" III 971"
A165.2.1.1.1	BP III 199. Icel.: MacCulloch Eddic 65.
A165.2.1.1.2	India: Thompson-Balys.
A165.2.1.1.3	India: Thompson-Balys.
A165.2.1.1.4	Jewish: Neuman.
A165.2.1.1.5	Jewish: Neuman.
A165.2.1.1.6	Jewish: Neuman.
A165.2.2	Irish myth: Cross; India: Thompson-Balys; Pawnee: Alexander N. Am.
A165.2.2.1	Fjort: Dennett 105 No. 29.
A165.2.3	Jewish: Neuman.
A165.2.4	Jewish: Neuman.
A165.3	Greek: Frazer Apollodorus II 37 n. 4.
A165.3.1	*MacCulloch Celtic 31.
A165.3.2	Irish myth: Cross.
A165.4	Icel.: MacCulloch Eddic 152 (Heimdall)
A165.4	276
A165.4	303
A165.4	313
A165.4	331 (Cock)
A165.4	328 (Thor)
A165.4	329 (Heimdall). Tahiti: Beckwith Myth 221.
A165.4.1	Greek: *Grote I 63.
A165.5	Icel.: MacCulloch Eddic 186 (Syn).
A165.6	Siberian
A165.6	Babylonian
A165.6	Egyptian: Holmberg Siberian 410; Armenian: Ananikian 30ff.
A165.7	(cf. +A162). Icel.: Herrmann Nordische Mythologie 279 (Einherjar)
A165.7	Neckel Walhall 68ff; India: Thompson-Balys.
A165.8	India: Thompson-Balys.
A165.9	Gaster Thespis 154. Maori: Clark 56.
A166	Hindu: Keith 143; Buddhist myth: Malalasekera I 186.
A167	Buddhist myth: Malalasekera I 310
A167	II 958
A167	1098.
A167.1	India: *Thompson-Balys.
A168	(cf. +A111
A168	+A164). Greek: Fox 151ff. Tahiti: Henry 231; Easter Is.: Mi traux Ethnology 311; Buddhist myth: Malalasekera II 964.
A169.1	Icel.: *Boberg.
A171	India: *Thompson-Balys.
A171.0.1	Irish myth: Cross.
A171.0.2	Hawaii: Beckwith Myth 109; Maori: Beckwith Myth 83; So. Am. Indian (Huamachuco): Mi traux RMLP XXXIII 151.
A171.0.3.1	Tahiti: Henry 232; Hawaii: Beckwith Myth 37.
A171.0.3.2	New Zealand: Beckwith Myth 113.
A171.1	Icel.: MacCulloch Eddic 43.
A171.1.1	Jewish: Neuman.
A171.1.2	Icel.: Boberg.
A171.2	Icel.: MacCulloch Eddic 83
A171.2	Boberg; Greek: Iliad and Odyssey passim.
A171.3	Hawaii: Beckwith Myth 29.
A172	Irish myth: Cross; Greek: Iliad passim; Norse: Herrmann Nordische Mythologie 291ff
A172	Boberg; Gaster Thespis 349; Hindu: Tawney I 412
A172	II 473 477; Jewish: *Neuman.
A173	Irish myth: Cross; Icel.: De Vries FFC XCIV 38ff.
A173	Herrmann Saxo II 109ff.; Hindu: Tawney II 581. Hawaii: Beckwith Myth 11
A173	17
A173	177.
A173.1	*Wesselski Archiv Orientb lnn  I 300ff.
A173.2	Irish myth: Cross.
A175	Greek: Fox 9; Irish myth: Cross; Jewish: *Neuman. Hawaii: Beckwith Myth 20ff.
A175.1	Hawaii: Beckwith Myth 20
A175.1	32.
A176	Jewish: *Neuman; India: Thompson-Balys; Hawaii: Beckwith Myth 40.
A177	Greek: *Frazer Apollodorus II 6 n. 1 (Hermes).
A177.1	Irish myth: Cross.
A178	Irish myth: Cross; Jewish: *Neuman.
A179.1	Irish myth: Cross.
A179.2	Hawaii: Beckwith Myth 71.
A179.3	Hivaoa (Marquesas): Handy 105.
A179.4	Hivaoa (Marquesas): Handy 108.
A179.5	Hawaii: Beckwith Myth 279.
A179.6	Marquesas: Handy 122.
A179.7	Maori: Beckwith Myth 83.
A179.8	Tuamotu: Stimson MS (T-G 3/191).
A179.9	Jewish: Neuman.
A180	Irish myth: Cross; Norse: Olrik Kilderne til Sakses Oldhistorie I (1892) 30ff.
A180	32ff.
A181	Greek: *Frazer Apollodorus II 20 n. 1
A181	Grote I 36
A181	53
A181	108; Irish: MacCulloch Celtic 142; Buddhist myth: Malalasekera II 962; India: *Thompson-Balys.
A181.1	Irish myth: Cross.
A181.2	India: Thompson-Balys; Hawaii: Beckwith Myth 17.
A182	Jewish: *Neuman.
A182.0.1	Jewish: Neuman.
A182.0.2	Jewish: Neuman.
A182.1	Jewish: Neuman.
A182.1.1	Virgil Aeneid III line 155.
A182.2	Jewish: Neuman.
A182.3	Jewish: Neuman.
A182.3.0.1	Jewish: Neuman; Moreno Esdras.
A182.3.0.1.1	Irish myth: Cross.
A182.3.0.2	R' ttgers Der Heiligen Leben (Leipzig
A182.3.0.2	1921) 103.
A182.3.0.3	Irish myth: Cross.
A182.3.0.3.1	Irish myth: Cross.
A182.3.0.4	Jewish: Neuman.
A182.3.0.5	Jewish: Neuman.
A182.3.1	Jewish: Neuman.
A182.3.2	Jewish: Neuman.
A182.3.3	Jewish: Neuman.
A182.3.4	Jewish: Neuman.
A182.3.4.1	India: Thompson-Balys.
A182.3.4.2	India: Thompson-Balys.
A182.3.5	Jewish: Neuman.
A182.3.6	Eskimo: Holm 75
A182.3.6	Rink 442.
A183	Greek: Odyssey IX line 528
A183	Iliad I 218
A183	et passim; Hawaii: Beckwith Myth 2
A183	chap.
A183.1	Hawaii: Beckwith Myth 12.
A184.1	Jewish: *Neuman.
A185	Greek: Fox 33
A185	170f.
A185	197; Icelandic: Volsunga Saga chap.
A185.1	Jewish: Neuman; Irish myth: Cross.
A185.2	Jewish: Neuman; Greek myth passim.
A185.2.1	Jewish: Neuman.
A185.2.2	Jewish: Neuman.
A185.2.3	Jewish: Neuman.
A185.3	Jewish: Neuman.
A185.4	Jewish: Neuman.
A185.5	Jewish: Neuman.
A185.6.1	Jewish: Neuman.
A185.6.1.1	Jewish: Neuman.
A185.7	Jewish: Neuman.
A185.8	Jewish: Neuman.
A185.9	Jewish: Neuman.
A185.10	Jewish: Neuman; Oahu (Hawaii): Beckwith Myth 328; Tahiti: ibid.
A185.11	Jewish: Neuman.
A185.12	Jewish: Neuman.
A185.12.1	Jewish: Neuman; Chinese: Eberhard FFC CXX 188 No. 128.
A185.12.2	Jewish: Neuman.
A185.13	Jewish: Neuman.
A185.14.1	Jewish: Neuman.
A185.14.2	Jewish: Neuman.
A185.15	Jewish: Neuman.
A185.16	Jewish: Neuman.
A185.17	Buddhist myth: Malalasekera II 1116.
A187.1	Greek: Fox 227
A187.1	Wienert FFC LVI 36; Icel.: MacCulloch Eddic 162 (Forseti); Jewish: *Neuman; India: Thompson-Balys
A187.1	Penzer I 198ff.
A187.1	II 249
A187.1	IV 238
A187.1	275f.
A187.1	VIII 64
A187.1	108 n. 1
A187.1	163 n. 1
A187.1	184
A187.1	215.
A187.2	Icel.: Boberg; Celtic-Norse: FFC LXXXIII
A187.2	xxxviii-xli. India: *Thompson-Balys.
A188	Babylonian: Gilgamesch Epos VI (Ishtar). Irish myth: Cross; Norse: Herrmann Saxo Gr. Tahiti: Henry 231
A188	Beckwith Myth 37
A188	Porapora (Society Is.) : *Beckwith Myth 38; Maori: Clark 148; So. Am. Indian (Chiriguano): Mi traux RMLP XXXIII 154
A188	165.
A188.1	Greek: Grote I 58; India: *Thompson-Balys.
A188.2	Irish myth: Cross (+A188.1); Hawaii: Beckwith myth 2
A188.2	70
A188.2	294
A188.2	300; Tahiti: Beckwith Myth 37; Tuamotu: Stimson MS (T-G. Am. Indian (Chiriguano): Mi traux RMLP XXXIII 171; Inca: Rowe BBAE CXLIII (2) 315.
A189.0.1	Irish myth: Cross (+A189).
A189.1.1	Lithuanian
A189.1.1	Latvian
A189.1.1	Livonian
A189.1.1	Estonian
A189.1.1	Ukrainian
A189.1.1	Polish
A189.1.1	and Rumanian: *Balys Tautosakos Darbai VI 53 83
A189.1.1	107f.; Lithuanian: Balys Index No. *1147A; Prussian: Plenzat 60.
A189.2	India: Thompson-Balys.
A189.3	India: Thompson-Balys.
A189.4	India: Thompson-Balys.
A189.5	India: Thompson-Balys.
A189.6	India: Thompson-Balys.
A189.7	India: Thompson-Balys.
A189.8	India: Thompson-Balys.
A189.9	India: Thompson-Balys.
A189.10	India: Thompson-Balys.
A189.11	India: Thompson-Balys.
A189.12	India: Thompson-Balys.
A189.13	Irish myth: Cross (+A183.1.) .
A189.14	Jewish: Neuman.
A189.15	Jewish: Neuman.
A189.16	Tahiti: Henry 231.
A189.17	Hawaii: Beckwith Myth 14.
A191	Navaho: Alexander N. Am.
A191.1	Irish myth: Cross.
A192.1	Icel.: MacCulloch Eddic 340ff.
A192.1.1	Irish myth: Cross.
A192.1.2	Easter Is.: Mi traux Ethnology 311.
A192.2	Tonga: Gifford 102
A192.2	Nukuhiva (Marquesas): Handy 123.
A192.2.1	Polynesia: Moriori (Chatham Is.) Am. Indian (Apapocuvb -Guarani): Mi traux RMLP XXXIII 122.
A192.2.1.1	Polynesia: Hawaii
A192.2.1.1	Beckwith Myth 220
A192.2.1.1	*241; Tuamotu: Stimson MS (T-G.
A192.2.2	Hawaii: Beckwith Myth 29
A192.2.2	*37.
A192.2.3	Hawaii: Beckwith Myth 206.
A192.2.4	Pora Pora (Society Is.) : Beckwith Myth 38.
A192.3	Banks Is. (Fiji): Beckwith Myth 316.
A192.4	Tonga: Beckwith Myth 75.
A193	Chinese: Werner 99.
A194.1	Jewish: Neuman.
A194.2	Jewish: Neuman.
A194.3	Jewish: Neuman.
A194.4	Jewish: Neuman.
A195.1	Jewish: Neuman.
A195.2	Jewish: Neuman.
A195.3	Tahiti: Henry 121.
A196.1	Greek: Fox 162; Icel.: MacCulloch Eddic 74; Semitic: Langdon 102
A196.1	307.
A196.2	India: Thompson-Balys.
A196.2.1	Jewish: Neuman.
A197	"Jewish: *Neuman; Greek: ""Zeus the cloud gatherer""; Icel.: MacCulloch Eddic 10"
A197	15ff.
A197	32ff.
A197	68 96
A197	et passim. Tahiti: Henry 337.
A199.1	India: Thompson-Balys.
A199.2	Icel.: MacCulloch Eddic 22.
A199.3	India: Thompson-Balys.
A199.4	India: Thompson-Balys.
A199.5	Jewish: Neuman.
A199.6	Jewish: Neuman.
A199.7	Hawaii: Beckwith Myth 16 n. 3.
A205	Tuamotu: Stimson MS (Z-G.
A210	*Cook Zeus; *Cook Classical Review XVII 270
A210	XVIII 365
A210	FL XV 301
A210	"XVI 260; *Hommel "" Der allgegenwd rtige Himmelsgott ""  Archiv f. Religionsgeschichte XXIII 193; *Koch Der rts mische Juppiter (Frankfurt a. M. 1937). Greek: Fox 152 (Zeus); Babylonian: Spence 76"
A210	121ff.; Hindu: Keith 21
A210	24 (Dyaus
A210	Varuna); India: Thompson-Balys; Icel.: De la Saussaye 243 (Tiu); Much Der germanische Himmelsgott
A210	Finno-Ugric: *Holmberg Finno-Ugric 217ff.; Irish myth: Cross. Estonian: Loorits Grundz' ge I 583ff.; Hawaii: Beckwith Myth 114
A210	294; Africa (Luba): Donohugh V 180.
A210.1	Egyptian: M' ller 37 (Hathor and others)
A210.1	41 (Nut). Tonga: Gifford 16.
A211	(cf. +A210). Icel.: De la Saussaye 233 (Odin); Jewish: Neuman; Gaster Thespis 122f. Siberian: Holmberg Siberian 390; Armenian: Ananikian 11
A211	14
A211	37; Chinese: Werner 331
A211	Graham; Hindu: Penzer III 257
A211	IV 177 n. 1. African: Werner African 127. Pawnee: Alexander N. Am.
A216	*Encyc.
A220	"**Frobenius Das Zeitalter des Sonnengottes (Berlin 1904); Smith Dragon viii; Montelius FL XXI (1909) 60; Krappe ""The Anatolian Lion God"" JAOS LXV (1945) 144 154; Krappe ""Apollon""  Studi i Materiali di Storia delle Religioni XIX XX (1943 1946); *Koch Gestirnverehrung im alten Italien (Frankfurt a. M. 1933). Greek: Gaster Thespis 127"
A220	205
A220	339f.
A220	Fox 241 (Helios); Egyptian: M' ller 24ff.
A220	129 (Amon); Babylonian: Spence 109ff.
A220	187
A220	189; Irish myth: Cross; Persian
A220	Hindu: Keith 24 29
A220	232; Armenian: Ananikian
A220	11
A220	33
A220	37
A220	43; Finno-Ugric: Holmberg Finno-Ugric 223; Siberian: Holmberg Siberian 422; Chinese: Ferguson 90; Russian: Mb chal 273
A220	297
A220	299; India: *Thompson-Balys; Buddhi st myth: Malalasekera II 735. Navaho: Alexander N. Am. Am.
A220.0.1	India: Thompson-Balys.
A220.0.2	India: Thompson-Balys.
A220.1	Gaster Thespis 30f.
A220.1	127
A220.1	205
A220.1	339; Japanese: Anesaki 225ff.
A220.1	*Ikeda
A220.1	Beckwith Myth 102; Irish myth: Cross.
A220.2	India: Thompson-Balys.
A221	"*Fb ""sol""  III 457b. Pawnee: Alexander N. Am. Indian (Guarani): Mi traux BBAE CXLIII (3) 93."
A222	Egyptian: M' ller 80ff.
A225	Irish myth: Cross.
A226	American Indian: *Thompson Tales 312 n. 123.
A227.1	Hawaii: Beckwith Myth 12
A227.1	chap.
A227.2	Egyptian: M' ller 113.
A240	D. Nielson Die altarabische Mondreligion und die mosaische Ueberlieferung (Strassburg 1904); **Siecke Hermes der Mondgott; Gaster Thespis 291. Irish myth: Cross; Greek: Fox 186; Egyptian: M' ller 32
A240	33; Maspi ro Histoire ancienne des peuples de l 'Orient classique 145; Hindu: Keith 90f.
A240	Oldenberg Religion des Veda 193
A240	Penzer III 161 n. 1
A240	India: Thompson-Balys
A240	Buddhist myth: Malalasekera I 854
A240	II 735
A240	962; Japan: Beckwith Myth 102; Finno-Ugric: Holmberg Finno-Ugric 223; Armenian: Ananikian 11.
A240.1	Usener IV 1; Irish myth: Cross; Greek: Fox 186f.
A250	Gressmann Die hellenistische Gestirnreligion (Leipzig 1925). Chinese: Werner 106; India: Thompson-Balys.
A251	*Handwb. d. Abergl. IX Nachtrd ge 17f.; Greek: Fox 247 (Phosphoros).
A252	Greek: Fox 247 (Hesperos).
A253.1	Chinese: Werner 144.
A255	Persian: Carnoy 268.
A260	Greek: Fox 179 (Apollo); Icel.: De la Saussaye 253ff.
A260.1	India: Thompson-Balys.
A270	Gaster Thespis 228.
A270.1	"Hindu: Keith 32; Greek: Roscher I 1252 s. v. ""Eos""; Irish myth: Cross."
A280	Irish myth: Cross
A280	Beal XXI 326
A280	334.
A281	See also +A282. Babylonian: Spence 95ff.
A281	188; Assyrian: ibid.
A281.1	Hindu: Penzer I 272. Eskimo: Boas RBAE VI 600.
A282	Greek: Grote I 287; Icel.: MacCulloch Eddic 40ff. Penzer IV 110 n. 4
A282	VIII 163 n.; Siberian: Holmberg Siberian 457; Finno-Ugric: Holmberg Finno-Ugric 232; Chinese: Ferguson 73. Maori: Dixon 32; Marshall Is.: Davenport 222; Hawaii: Beckwith Myth 86
A282	121. Eskimo: Rasmussen Myter I 99 102; S. Am. Indian (Arua): Li vi-Strauss BBAE CXLIII (3) 379; Bushman: Bleek and Lloyd 101.
A282.0.1	Eskimo: Rasmussen Myter I 100
A282.0.1	Holm 95.
A282.0.1.1	Eskimo: Rasmussen Myter I 102.
A282.0.2	Jewish: Neuman.
A282.1	Greek: Fox 9.
A283	Finno-Ugric: Holmberg Finno-Ugric 234; India: *Thompson-Balys.
A283.1	Jewish: Neuman.
A284	*Harris Boanerges 13ff.
A284	20; Montelius FL XXI (1909) 60. Icel.: De la Saussaye 236 (Thor); Lithuanian: Gray 319
A284	"Balys ""Der Donner im lithauischen Volksglauben""  Tautosakos Darbai III (1937) 149 238; Finno-Ugric: Holmberg Finno-Ugric 227; Estonian: Eisen Estnische Mythologie 156ff.; Siberian: Holmberg Siberian 443; Armenian: Ananikian 11; Chinese: Werner 198"
A284	201; Greek: Fox 159 (Zeus); Egyptian: M' ller 103 (Seth); Hindu: Keith 37 (Parjanya). Maori: Beckwith Myth 250; S. Am. Indian (Chiriguano): Mi traux RMLP XXXIII 172; American Indian: Alexander N. Am.
A284.0.1	Jewish: Neuman.
A284.1	Maori: Dixon 57.
A284.2	*Harris Boanerges 13 30 passim
A284.2	Harris Picus who is also Zeus vii; *Encyc. Babylonian: Spence 193; Siberian: Holmberg Siberian 439; India: Thompson-Balys. African: Werner African 237. N. A. Indian: Alexander N. Am. Indian (Chiriguano): Lowie BBAE CXLIII (3) 55
A284.2	(Toba): Mi traux Myths 110. Cf. Persian: Carnoy 28 9 (Saena).
A284.3	Eskimo: Rasmussen Myter III 61.
A284.3.1	India: Thompson-Balys.
A284.3.2	India: Thompson-Balys.
A285	Gaster Thespis 213; Irish myth: Cross; Hindu: Keith 36; Chinese: Dawsel Magie und Geheimwissenschaft 150. Maori: Beckwith Myth 250.
A285.0.1	Jewish: Neuman.
A285.1	Irish myth: Cross.
A287	Gaster Thespis 122f.; *Smith Dragon vii ff.
A287	77f.
A287	86. Greek: Fox 159 (Zeus); Hindu: Keith 39
A287	135
A287	233; India: *Thompson-Balys; Buddhist myth: Malalasekera II 98
A287	412; Chinese: Werner 206; Maya: Alexander Lat. Am.
A287.0.1	India: Thompson-Balys.
A287.1	India: Thompson-Balys.
A287.2	Lithuanian: Balys Legends No. 31.
A288	Greek: Fox 241 (Iris). Chibcha: Alexander Lat. Am.
A289.1	Gaster Thespis 345; Type 480 (*Roberts 120). Finno-Ugric: Holmberg Finno-Ugric 233; Icel.: Boberg.
A300	Gaster Thespis 136; Greek: Grote I 3; Irish myth: Cross; Babylonian: Spence 105
A300	150; Buddhist myth: Malalasekera II 695; Korean: Zong in-Sob 92 No. 50; Chinese: Eberhard FFC CXX 200f.; Hawaii: Beckwith Myth 114; Fiji: Beckwith Myth 138; Nukuhiva (Marquesas): Handy 122. Aztec: Alexander Lat. Am.
A300.1	(cf. +A310.1). Oceania: Beckwith Myth 294; Polynesia: Beckwith Myth 114; Tuamotu: Stimson MS (z-G.
A302	Jewish: Neuman.
A305	Tuamotu: Stimson MS (z-G 13/221
A305	249
A305	317); Hawaii: Beckwith Myth 155 n. 33.
A307	Buddhist myth: Malalasekera II 938.
A308	Tuamotu: Stimson MS (z-G.
A310	"*Meyer ""Der irische Totengott und die Toteninsel""  Stzb. Greek: Fox 233 (Hades); Icel.: De la Saussaye 227 (Odin)"
A310	Boberg; Irish myth: Cross; Siberian: Holmberg Siberian 486; Egyptian: M' ller 97 (Osiris); Hindu: Keith 159; India: *Thompson-Balys; Chinese: Eberhard FFC CXX 201f. Am.
A310.1	Greek: Fox 230 (Persephone); Icel.: De la Saussaye 280 (Hel)
A310.1	276 (Freyja)
A310.1	*Boberg
A310.1	MacCulloch Eddic 303ff.; Armenian: Ananikian 35; Babylonian: Spence 129. New Zealand (Maori): Dixon 74; Eskimo: Thompson Tales 272 n. 2.
A310.2	Icel.: MacCulloch Eddic 44 (Odin).
A310.3	Icel.: MacCulloch Eddic 43ff.
A310.4	Hawaii: Beckwith Myth 177.
A311	Greek: Farnell Cults of the Greek States V 15ff.; Egyptian: M' ller 111. Hawaii: Beckwith Myth 72
A311	110.
A316	*Frazer Apollodorus I 41 n. 2.
A317	Tuamotu: Stimson MS (T-G 3/18).
A318	Chinese: Werner 98.
A400	Greek: *Grote I 3; Irish myth: Cross; Egyptian: M' ller 42; Persian: Carnoy 260; India: Thompson-Balys; Chinese: Graham
A400	Eberhard FFC CXX 42
A400	120.
A400.0.1	Irish myth: Cross.
A400.1	Gaster Thespis 128 n.
A400.1	51; Finnish: Holmberg Finno-Ugric 243ff.
